pdf_url,pdf_status_code,pdf_content_length
https://www.europarl.europa.eu/doceo/document/PV-4-1998-10-22_EN.pdf,200,55718
https://www.europarl.europa.eu/doceo/document/PV-4-1998-10-23_EN.pdf,200,25492
https://www.europarl.europa.eu/doceo/document/PV-4-1998-11-04_EN.pdf,200,44922
https://www.europarl.europa.eu/doceo/document/PV-4-1998-11-05_EN.pdf,200,31655
https://www.europarl.europa.eu/doceo/document/PV-4-1998-11-16_EN.pdf,200,51539
https://www.europarl.europa.eu/doceo/document/PV-4-1998-11-17_EN.pdf,200,54863
https://www.europarl.europa.eu/doceo/document/PV-4-1998-11-18_EN.pdf,200,55742
https://www.europarl.europa.eu/doceo/document/PV-4-1998-11-19_EN.pdf,200,77340
https://www.europarl.europa.eu/doceo/document/PV-4-1998-11-20_EN.pdf,200,29738
https://www.europarl.europa.eu/doceo/document/PV-4-1998-12-02_EN.pdf,200,42533
https://www.europarl.europa.eu/doceo/document/PV-4-1998-12-03_EN.pdf,200,53815
https://www.europarl.europa.eu/doceo/document/PV-4-1998-12-14_EN.pdf,200,60754
https://www.europarl.europa.eu/doceo/document/PV-4-1998-12-15_EN.pdf,200,58593
https://www.europarl.europa.eu/doceo/document/PV-4-1998-12-16_EN.pdf,200,48187
https://www.europarl.europa.eu/doceo/document/PV-4-1998-12-17_EN.pdf,200,91973
https://www.europarl.europa.eu/doceo/document/PV-4-1998-12-18_EN.pdf,200,28712
https://www.europarl.europa.eu/doceo/document/PV-4-1999-01-11_EN.pdf,200,41733
https://www.europarl.europa.eu/doceo/document/PV-4-1999-01-12_EN.pdf,200,41802
